Date,Open,High,Low,Close,Adj Close,Volume
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.7293472290039,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.65022277832031,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.56757354736328,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.94073486328125,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.46446228027344,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.32781982421875,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.75579071044922,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.77543640136719,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.31471252441406,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.44891357421875,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.63385009765625,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.85397338867188,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.20338439941406,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.72383117675781,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.84575653076172,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.14933776855469,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.11006164550781,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.35804748535156,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.02824401855469,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.32286834716797,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.91204071044922,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.95704650878906,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.34490966796875,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.0511703491211,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.61824798583984,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.94062042236328,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.24180603027344,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.46271514892578,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,62.077293395996094,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.557640075683594,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.09364318847656,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.27857208251953,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,55.082977294921875,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.60920333862305,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.27531814575195,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.44718933105469,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.82032775878906,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.55601501464844,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.42835235595703,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.1435661315918,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,60.13046646118164,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.26630783081055,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.43655395507812,201820400
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.69021987915039,202887200
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.32035827636719,168895200
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.7917251586914,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.08305358886719,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.47095489501953,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.8277359008789,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.382568359375,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.42758178710938,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.98648834228516,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.88500213623047,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.78271484375,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.52002716064453,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.46932220458984,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.51842498779297,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.3915786743164,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.63790893554688,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.12809753417969,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.96686553955078,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.9709701538086,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.05118560791016,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.80484008789062,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.56836700439453,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.34322357177734,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.54450988769531,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.65830993652344,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.73271942138672,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.1979751586914,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.74750518798828,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.53219604492188,135178400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,77.08417510986328,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.58332824707031,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.9974594116211,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.49962615966797,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.9679183959961,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,78.30760192871094,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.34208679199219,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,78.2657699584961,153532400
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,79.22826385498047,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.59505462646484,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,80.0332260131836,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.34396362304688,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.603759765625,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,82.08624267578125,95654400
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.6783676147461,147712400
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.85693359375,166651600
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.68688201904297,201662400
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.40077209472656,200146000
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.43221282958984,138808800
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.66986846923828,165428800
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,86.54923248291016,114406400
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,86.58367919921875,96820400
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,86.0888900756836,264476000
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,88.34130859375,135445200
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,90.22693634033203,212155600
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,88.63423156738281,192623200
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.8109130859375,137522400
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,87.05139923095703,205256800
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,89.05764770507812,130646000
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.80107116699219,140223200
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.63121032714844,110737200
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.63121032714844,114041600
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,92.02886199951172,118655600
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,91.7433090209961,112424400
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.8800277709961,117092000
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,94.28373718261719,125642800
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,94.44866943359375,90257200
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,94.01294708251953,191649200
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,95.56873321533203,170989200
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,96.22598266601562,153198000
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,95.04193115234375,110577600
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.84990692138672,92186800
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.8487777709961,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,95.51209259033203,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,95.7804183959961,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,91.42083740234375,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,91.1943588256836,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,93.35569763183594,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.82209014892578,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,93.5821762084961,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,94.71452331542969,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,104.63007354736328,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,107.2665023803711,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.98284149169922,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,108.37422943115234,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,112.15531921386719,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,109.60538482666016,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,111.19849395751953,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.89146423339844,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,111.47715759277344,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,113.45002746582031,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,113.34891510009766,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,113.05298614501953,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.99503326416016,105633600
